id,中文,zh-CN
2001218name,"检测PHPNuke general XSS 攻击","检测PHPNuke general XSS 攻击"
2001218desc,"如果在请求行 查找到/modules.php且带有可XSS攻击的参数name则规则匹配，拦截并设置参数","如果在请求行 查找到/modules.php且带有可XSS攻击的参数name则规则匹配，拦截并设置参数"
2001218harm_desc,"   PHP-Nuke 7.8中的modules.php存在多个SQL注入漏洞，当禁用了magic_quotes_gpc时，远程攻击者可以通过在POST请求中的(1)名字，(2) sid和(3)pid参数来执行任意SQL命令。这种请求绕过了为GET请求而执行的安全检查。","PHP-Nuke 7.8中的modules.php存在多个SQL注入漏洞，当禁用了magic_quotes_gpc时，远程攻击者可以通过在POST请求中的(1)名字，(2) sid和(3)pid参数来执行任意SQL命令。这种请求绕过了为GET请求而执行的安全检查。"
2001218suggest,建议在web服务器把访问modules.php且存在name参数等关键字都请求给过滤了,建议在web服务器把访问modules.php且存在name参数等关键字都请求给过滤了
2002731name," Generic phpbb 任意命令尝试","Generic phpbb 任意命令尝试"
2002731desc,"检测请求是否为GET，和在请求行中带有.php和phpbb_root_path  变量的中是否包含phpbb_root_path=(ftps?|https?|php):/。如果规则匹配将会阻断并设置相关参数","检测请求是否为GET，和在请求行中带有.php和phpbb_root_path  变量的中是否包含phpbb_root_path=(ftps?|https?|php):/。如果规则匹配将会阻断并设置相关参数"
2002731harm_desc,"lcxBBportal 0.1 Alpha 2版本中存在多个PHP远程文件包含漏洞。远程攻击者可以借助对(1) portal/includes/portal_block.php和(2) includes/acp/acp_lcxbbportal.php的phpbb_root_path参数中的一个URL，执行任意PHP代码。","lcxBBportal 0.1 Alpha 2版本中存在多个PHP远程文件包含漏洞。远程攻击者可以借助对(1) portal/includes/portal_block.php和(2) includes/acp/acp_lcxbbportal.php的phpbb_root_path参数中的一个URL，执行任意PHP代码。"
2002731suggest,"建议在web服务器把含有类似.php?phpbb_root_path=phpbb_root_path= ftp、http、php的uri的请求给过滤了","建议在web服务器把含有类似.php?phpbb_root_path=phpbb_root_path= ftp、http、php的uri的请求给过滤了"
2002800name," PHP PHPNuke远程文件捆绑尝试","PHP PHPNuke远程文件捆绑尝试"
2002800desc,"检测请求是否为GET，和在请求行中带有          /DB_adodb.class.php。是否存在带有远程文件包含的参数PHPOF_INCLUDE_PATH。如果规则匹配，将会阻断并设置相关参数","检测请求是否为GET，和在请求行中带有          /DB_adodb.class.php。是否存在带有远程文件包含的参数PHPOF_INCLUDE_PATH。如果规则匹配，将会阻断并设置相关参数"
2002800harm_desc,"   PHP-NUKE iFrame模块的iframe.php中存在PHP远程文件包含漏洞。远程攻击者可以借助文件参数中的一个URL，执行任意的PHP代码。","PHP-NUKE iFrame模块的iframe.php中存在PHP远程文件包含漏洞。远程攻击者可以借助文件参数中的一个URL，执行任意的PHP代码。"
2002800suggest,"建议在web服务器把访问/iframe.php且存在file参数的请求给过滤了
",建议在web服务器把访问/iframe.php且存在file参数的请求给过滤了
2002996name," GeekLog存在远程文件捆绑漏洞",GeekLog存在远程文件捆绑漏洞
2002996desc,"检测请求是否为GET，和在请求行中带有      /acopia/manager/DiagLogListActionBody.do。  logFile的变量是否包含../。如果规则匹配，将会阻断并设置相关参数","检测请求是否为GET，和在请求行中带有      /acopia/manager/DiagLogListActionBody.do。  logFile的变量是否包含../。如果规则匹配，将会阻断并设置相关参数"
2002996harm_desc,"Geeklog 1.4.0到1.4.0sr1版以及1.3.11到1.3.11sr4版的lib-common.php中存在多个未明漏洞。远程攻击者可以借助(1)未明参数中的绝对路径和(2)language cookie包含任意本地文件并执行任意代码，如使用error.log执行代码所演示的那样。","Geeklog 1.4.0到1.4.0sr1版以及1.3.11到1.3.11sr4版的lib-common.php中存在多个未明漏洞。远程攻击者可以借助(1)未明参数中的绝对路径和(2)language cookie包含任意本地文件并执行任意代码，如使用error.log执行代码所演示的那样。"
2002996suggest,建议web服务器把包含.php和请求参数中带有一个URL的请求给过滤了。,建议web服务器把包含.php和请求参数中带有一个URL的请求给过滤了。
2003167name,"检测 tikiwiki featured link XSS攻击","检测 tikiwiki featured link XSS攻击"
2003167desc,"如果在请求行 查找到/tiki-featured_link.php和/iframe>且带有参数type则规则匹配，拦截并设置参数","如果在请求行 查找到/tiki-featured_link.php和/iframe>且带有参数type则规则匹配，拦截并设置参数"
2003167harm_desc,Tikiwiki中tiki-featured_link.php存在跨站脚本攻击(XSS)漏洞，远程攻击者可以通过可逃避过滤的url参数来注入任意Web脚本或HTML，如使用一个含有有缺陷的内嵌SCRIPT元素的参数值。,Tikiwiki中tiki-featured_link.php存在跨站脚本攻击(XSS)漏洞，远程攻击者可以通过可逃避过滤的url参数来注入任意Web脚本或HTML，如使用一个含有有缺陷的内嵌SCRIPT元素的参数值。
2003167suggest,"建议在web服务器把访问tiki-featured_link.php且存在type参数名与 /iframe标签有关等关键字都请求给过滤了","建议在web服务器把访问tiki-featured_link.php且存在type参数名与 /iframe标签有关等关键字都请求给过滤了"
2003333name,"  PHP Gnopaster Common.php存在参数与远程文件捆绑","PHP Gnopaster Common.php存在参数与远程文件捆绑"
2003333desc,"检测请求是否为GET，和在请求行中带有      /includes/common.php。 QUERY_STRING|REQUEST_BODY的变量是否包含root_path=(ftps?|https?|php):/。如果规则匹配，将会阻断并设置相关参数","检测请求是否为GET，和在请求行中带有      /includes/common.php。 QUERY_STRING|REQUEST_BODY的变量是否包含root_path=(ftps?|https?|php):/。如果规则匹配，将会阻断并设置相关参数"
2003333harm_desc,"  NitroTech是一个完全定制的网页系统。 
        NitroTech 0.0.3a版本的includes/common.php中存在PHP远程文件包含漏洞。远程攻击者可以借助根参数中的一个URL，执行任意PHP代码。","NitroTech是一个完全定制的网页系统。 
        NitroTech 0.0.3a版本的includes/common.php中存在PHP远程文件包含漏洞。远程攻击者可以借助根参数中的一个URL，执行任意PHP代码。"
2003333suggest,建议web服务器把包含/includes/common.php，请求参数带有一个URL的请求给过滤了。,建议web服务器把包含/includes/common.php，请求参数带有一个URL的请求给过滤了。
2003508name," Wordpress wp-login.php redirect_to 盗窃认证信息尝试","Wordpress wp-login.php redirect_to 盗窃认证信息尝试"
2003508desc,"检测请求行中是否包含  /wp-login.php和QUERY_STRING|REQUEST_BODY中是否包含redirect_to=(ht|f)tps?:/。如果规则匹配，将会阻断并设置相关参数","检测请求行中是否包含  /wp-login.php和QUERY_STRING|REQUEST_BODY中是否包含redirect_to=(ht|f)tps?:/。如果规则匹配，将会阻断并设置相关参数"
2003508harm_desc,WordPress中的wp-login.php文件允许远程攻击者借助redirect_to参数，重定向认证过的用户到其他网站和潜在的获得敏感信息。,WordPress中的wp-login.php文件允许远程攻击者借助redirect_to参数，重定向认证过的用户到其他网站和潜在的获得敏感信息。
2003508suggest,建议在web服务器把含有类似rss/show_webfeed.php?redirect_to=http/ftp的uri的请求给过滤了,建议在web服务器把含有类似rss/show_webfeed.php?redirect_to=http/ftp的uri的请求给过滤了
2003517name," iPhotoAlbum header.php存在参数与远程文件捆绑","iPhotoAlbum header.php存在参数与远程文件捆绑"
2003517desc,"检测请求行中是否包含 GET和     /header.php。是否存在带有远程文件包含的参数set_menu。如果规则匹配，将会阻断并设置相关参数","检测请求行中是否包含 GET和     /header.php。是否存在带有远程文件包含的参数set_menu。如果规则匹配，将会阻断并设置相关参数"
