id,中文,中文
2003710harm_desc,"        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。","        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。"
2003710suggest,"建议在web服务器把访问/surfer_anmeldung_NWL.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
","建议在web服务器把访问/surfer_anmeldung_NWL.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
"
2003711name,  TellTarget CMS存在远程文件捆绑 produkte_nach_serie_alle.php tt_docroot,  TellTarget CMS存在远程文件捆绑 produkte_nach_serie_alle.php tt_docroot
2003711harm_desc,"        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。","        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。"
2003711suggest,"建议在web服务器把访问/produkte_nach_serie_alle.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
","建议在web服务器把访问/produkte_nach_serie_alle.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
"
2003712name, TellTarget CMS存在远程文件捆绑 surfer_aendern.php tt_docroot, TellTarget CMS存在远程文件捆绑 surfer_aendern.php tt_docroot
2003712harm_desc,"        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。","        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。"
2003712suggest,"建议在web服务器把访问/surfer_aendern.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
","建议在web服务器把访问/surfer_aendern.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
"
2003713name, TellTarget CMS存在远程文件捆绑 referenz.php tt_docroot, TellTarget CMS存在远程文件捆绑 referenz.php tt_docroot
2003713harm_desc,"        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。","        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。"
2003713suggest,"建议在web服务器把访问/module/referenz.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
","建议在web服务器把访问/module/referenz.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
"
2003714name, TellTarget CMS存在远程文件捆绑 lay.php tt_docroot, TellTarget CMS存在远程文件捆绑 lay.php tt_docroot
2003714harm_desc,"        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。","        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。"
2003714suggest,"建议在web服务器把访问/standard/1/lay.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
","建议在web服务器把访问/standard/1/lay.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
"
2003715name,  TellTarget CMS存在远程文件捆绑 ref_kd_rubrik.php tt_docroot,  TellTarget CMS存在远程文件捆绑 ref_kd_rubrik.php tt_docroot
2003715harm_desc,"        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。","        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。"
2003715suggest,"建议在web服务器把访问/ref_kd_rubrik.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
","建议在web服务器把访问/ref_kd_rubrik.php且存在ARGS_NAMES=tt_docroot参数的请求给过滤了
"
2003716name, LaVague 存在参数与远程文件捆绑尝试 -- printbar.php views_path, LaVague 存在参数与远程文件捆绑尝试 -- printbar.php views_path
2003716harm_desc,LaVague 的views/print/printbar.php中存在PHP远程文件包含漏洞。远程攻击者可以借助views_path参数中的一个URL，执行任意的PHP代码。,LaVague 的views/print/printbar.php中存在PHP远程文件包含漏洞。远程攻击者可以借助views_path参数中的一个URL，执行任意的PHP代码。
2003716suggest,建议web服务器把包含 /views/print/printbar.php，views_path参数带有../的请求给过滤了。,建议web服务器把包含 /views/print/printbar.php，views_path参数带有../的请求给过滤了。
2003718name, gnuedu 存在参数与远程文件捆绑尝试 -- lom.php ETCDIR, gnuedu 存在参数与远程文件捆绑尝试 -- lom.php ETCDIR
2003718harm_desc,  gnuedu 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到libs/lom.php的 ETCDIR参数中的一个URL，执行任意的PHP代码。,  gnuedu 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到libs/lom.php的 ETCDIR参数中的一个URL，执行任意的PHP代码。
2003718suggest,"建议在web服务器把访问/libs/lom.php且存在ETCDIR参数的请求给过滤了
","建议在web服务器把访问/libs/lom.php且存在ETCDIR参数的请求给过滤了
"
2003719name, gnuedu 存在参数与远程文件捆绑尝试 -- lom_update.php ETCDIR, gnuedu 存在参数与远程文件捆绑尝试 -- lom_update.php ETCDIR
2003719harm_desc,,
2003719suggest,"建议在web服务器把访问/lom_update.php且存在ETCDIR参数的请求给过滤了
","建议在web服务器把访问/lom_update.php且存在ETCDIR参数的请求给过滤了
"
2003720name,  gnuedu 存在参数与远程文件捆绑尝试 -- check-lom.php ETCDIR,  gnuedu 存在参数与远程文件捆绑尝试 -- check-lom.php ETCDIR
2003720harm_desc,,
2003720suggest,"建议在web服务器把访问/scripts/weigh_keywords.php且存在ETCDIR参数的请求给过滤了
","建议在web服务器把访问/scripts/weigh_keywords.php且存在ETCDIR参数的请求给过滤了
"
2003721name, gnuedu 存在参数与远程文件捆绑尝试 -- weigh_keywords.php ETCDIR, gnuedu 存在参数与远程文件捆绑尝试 -- weigh_keywords.php ETCDIR
2003721harm_desc,,
2003721suggest,"建议在web服务器把访问/scripts/weigh_keywords.php且存在ETCDIR参数的请求给过滤了
","建议在web服务器把访问/scripts/weigh_keywords.php且存在ETCDIR参数的请求给过滤了
"
2003722name, gnuedu 存在参数与远程文件捆绑尝试 -- logout.php ETCDIR, gnuedu 存在参数与远程文件捆绑尝试 -- logout.php ETCDIR
2003722harm_desc,,
2003722suggest,"建议在web服务器把访问/logout.php且存在ETCDIR参数的请求给过滤了
","建议在web服务器把访问/logout.php且存在ETCDIR参数的请求给过滤了
"
2003723name, gnuedu 存在参数与远程文件捆绑尝试 -- help.php ETCDIR, gnuedu 存在参数与远程文件捆绑尝试 -- help.php ETCDIR
2003723harm_desc,,
2003723suggest,"建议在web服务器把访问/help.php且存在ETCDIR参数的请求给过滤了
","建议在web服务器把访问/help.php且存在ETCDIR参数的请求给过滤了
"
2003724name, gnuedu 存在参数与远程文件捆绑尝试 -- index.php ETCDIR, gnuedu 存在参数与远程文件捆绑尝试 -- index.php ETCDIR
2003724harm_desc,,
2003724suggest,"建议在web服务器把访问/index.php且存在ETCDIR参数的请求给过滤了
","建议在web服务器把访问/index.php且存在ETCDIR参数的请求给过滤了
"
2003725name,  gnuedu 存在参数与远程文件捆绑尝试 -- login.php ETCDIR,  gnuedu 存在参数与远程文件捆绑尝试 -- login.php ETCDIR
2003725harm_desc,,
2003725suggest,"建议在web服务器把访问/login.php且存在ETCDIR参数的请求给过滤了
","建议在web服务器把访问/login.php且存在ETCDIR参数的请求给过滤了
"
2003726name, CGX 存在参数与远程文件捆绑尝试 -- mtdialogo.php pathCGX, CGX 存在参数与远程文件捆绑尝试 -- mtdialogo.php pathCGX
2003726harm_desc,"   CGX 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到inc/中的(1)mtdialogo.php,(2)ltdialogo.php,(3)login.php和(4)logingecon.php文件以及frm/,sql/和cns/中的多个未明文件的pathCGX参数中的一个URL，执行任意的PHP代码。","   CGX 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到inc/中的(1)mtdialogo.php,(2)ltdialogo.php,(3)login.php和(4)logingecon.php文件以及frm/,sql/和cns/中的多个未明文件的pathCGX参数中的一个URL，执行任意的PHP代码。"
2003726suggest,建议web服务器把包含ARGS:sIncPath，pathCGX参数带有../的请求给过滤了。,建议web服务器把包含ARGS:sIncPath，pathCGX参数带有../的请求给过滤了。
2003727name, CGX 存在参数与远程文件捆绑尝试 -- ltdialogo.php pathCGX, CGX 存在参数与远程文件捆绑尝试 -- ltdialogo.php pathCGX
2003727harm_desc,"  CGX 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到inc/中的(1)mtdialogo.php,(2)ltdialogo.php,(3)login.php和(4)logingecon.php文件以及frm/,sql/和cns/中的多个未明文件的pathCGX参数中的一个URL，执行任意的PHP代码。","  CGX 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到inc/中的(1)mtdialogo.php,(2)ltdialogo.php,(3)login.php和(4)logingecon.php文件以及frm/,sql/和cns/中的多个未明文件的pathCGX参数中的一个URL，执行任意的PHP代码。"
2003727suggest,建议web服务器把包含/ltdialogo.php，pathCGX参数带有../的请求给过滤了。,建议web服务器把包含/ltdialogo.php，pathCGX参数带有../的请求给过滤了。
2003728name,  CGX 存在参数与远程文件捆绑尝试 -- logingecon.php pathCGX,  CGX 存在参数与远程文件捆绑尝试 -- logingecon.php pathCGX
2003728harm_desc,"  CGX 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到inc/中的(1)mtdialogo.php,(2)ltdialogo.php,(3)login.php和(4)logingecon.php文件以及frm/,sql/和cns/中的多个未明文件的pathCGX参数中的一个URL，执行任意的PHP代码。","  CGX 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到inc/中的(1)mtdialogo.php,(2)ltdialogo.php,(3)login.php和(4)logingecon.php文件以及frm/,sql/和cns/中的多个未明文件的pathCGX参数中的一个URL，执行任意的PHP代码。"
