id,中文,en-US
2003696harm_desc,Wikivi5的handlers/page/show.php中存在PHP远程文件包含漏洞。远程攻击者可以借助sous_rep参数中的一个URL，执行任意的PHP代码。,"There is a PHP Remote File Inclusion vulnerability in Wikivi5's handlers / page / show.php. Remote attackers can execute arbitrary PHP code with the help of a URL in the sous_rep parameter."
2003696suggest,"建议在web服务器把访问/handlers/page/show.php且存在sous_rep参数的请求给过滤了
","Proposed in the web server to visit /handlers/page/show.php sous_rep parameters and the request has been filtered"
2003698name,"  pfa CMS存在远程文件捆绑 index.php abs_path","pfa CMS Remote Inclusion index.php abs_path"
2003698desc,"检测请求行中是否包含 GET和        /index.php。是否存在带有远程文件包含的参数abs_path。如果规则匹配，将会阻断并设置相关参数","Detect if the request line contains GET and /index.php and check if there is a parameter 'abs_path' with remote file inclusion. If the rule is matched, block the request and set related parameter."
2003698harm_desc,,"There are multiple PHP remote file inclusion vulnerabilities in american cart. A remote attacker can execute arbitrary PHP code with a URL in the abs_path argument to index.php"
2003698suggest,"建议在web服务器把访问/index.php且存在abs_path参数的请求给过滤了
","Proposed in the web server to visit / index.php and there abs_path parameters of the request to be filtered"
2003699name," pfa CMS存在远程文件捆绑 checkout.php abs_path","pfa CMS Remote Inclusion checkout.php abs_path"
2003699desc,"检测请求行中是否包含 GET和        /checkout.php。是否存在带有远程文件包含的参数abs_path。如果规则匹配，将会阻断并设置相关参数","Detect if the request line contains GET and /checkout.php and check if there is a parameter 'abs_path' with remote file inclusion. If the rule is matched, block the request and set related parameter."
2003699harm_desc,,"There are multiple PHP remote file inclusion vulnerabilities in american cart. A remote attacker can execute arbitrary PHP code with a URL in the abs_path argument to checkout.php"
2003699suggest,"建议在web服务器把访问/checkout.php且存在abs_path参数的请求给过滤了
","Proposed in the web server to visit checkout.php and there abs_path parameters of the request to be filtered"
2003700name," pfa CMS存在远程文件捆绑 libsecure.php abs_path","pfa CMS Remote Inclusion libsecure.php abs_path"
2003700desc,"检测请求行中是否包含 GET和        /libsecure.php。是否存在带有远程文件包含的参数abs_path。如果规则匹配，将会阻断并设置相关参数","Detect if the request line contains GET and /libsecure.php and check if there is a parameter 'abs_path' with remote file inclusion. If the rule is matched, block the request and set related parameter."
2003700harm_desc,,"There are multiple PHP remote file inclusion vulnerabilities in american cart. A remote attacker can execute arbitrary PHP code with a URL in the abs_path argument to libsecure.php"
2003700suggest,"建议在web服务器把访问/libsecure.php且存在abs_path参数的请求给过滤了
","Proposed in the web server to visit libsecure.php and there abs_path parameters of the request to be filtered"
2003701name,"  pfa CMS存在远程文件捆绑 index.php repinc","pfa CMS Remote Inclusion index.php repinc"
2003701desc,"检测请求行中是否包含 GET和        /index.php。是否存在带有远程文件包含的参数repinc。如果规则匹配，将会阻断并设置相关参数","Detect if the request line contains GET and /index.php and check if there is a parameter 'repinc' with remote file inclusion. If the rule is matched, block the request and set related parameter."
2003701harm_desc,"      phpFullAnnu CMS (pfa CMS) 的index.php中存在PHP远程文件包含漏洞。远程攻击者可以借助repinc参数中的一个URL，执行任意的PHP代码。","PHP remote file inclusion vulnerability exists in index.php of phpFullAnnu CMS (pfa CMS). A remote attacker can execute arbitrary PHP code with a URL in the repinc argument."
2003701suggest,"建议在web服务器把访问/index.php且存在repinc参数的请求给过滤了
","Proposed in the web server to visit / index.php and there are repinc parameters request to filter"
2003702name,"  Pixaria Gallery存在远程文件捆绑 class.Smarty.php cfg sys base_path","Pixaria Gallery Remote Inclusion class.Smarty.php cfg sys base_path"
2003702desc,"检测请求是否为GET，和在请求行中带有          /resources/includes/class.Smarty.php。是否存在带有远程文件包含的参数cfg[sys][base_path]。如果规则匹配，将会阻断并设置相关参数","Detect if the request method is GET and if the /resources/includes/class.Smarty.php is in the request line. And check if there is a parameter 'cfg[sys][base_path]' with remote file inclusion. If the rule is matched, block the request and set related parameter."
2003702harm_desc,"Pixaria Gallery 'Class.Smarty.PHP' 远程文件包含漏洞--Pixaria Gallery 的resources/includes/class.Smarty.php中存在PHP远程文件包含漏洞。远程攻击者可以借助cfg[sys][base_path]参数中的一个URL，执行任意的PHP代码","Pixaria Gallery 'Class.Smarty.PHP' Remote File Inclusion Vulnerability - A PHP Remote File Inclusion vulnerability exists in the resources / includes / class.Smarty.php in the Piearia Gallery. Remote attackers can execute arbitrary PHP code with a URL in the cfg [sys] [base_path] parameter"
2003702suggest,"建议在web服务器把访问/resources/includes/class.Smarty.php且存在cfg[sys][base_path]参数的请求给过滤了
","It is recommended that the web server filter requests that access /resources/includes/class.Smarty.php and there is a cfg [sys] [base_path] parameter"
2003703name,"  phpMyPortal 存在参数与远程文件捆绑尝试 -- articles.inc.php GLOBALS CHEMINMODULES","phpMyPortal Remote Inclusion Attempt -- articles.inc.php GLOBALS CHEMINMODULES"
2003703desc,"检测请求是否为GET，和在请求行中带有         /inc/articles.inc.php。是否存在带有远程文件包含的参数GLOBALS[CHEMINMODULES]。如果规则匹配，将会阻断并设置相关参数","Detect if the request method is GET and if the /inc/articles.inc.php is in the request line. And check if there is a parameter 'GLOBALS[CHEMINMODULES]' with remote file inclusion. If the rule is matched, block the request and set the related parameter."
2003703harm_desc,"phpMyPortal 的inc/articles.inc.php中存在PHP远程文件包含漏洞。远程攻击者可以借助GLOBALS[CHEMINMODULES]参数中的一个URL，执行任意的PHP代码。","There is a PHP Remote File Inclusion vulnerability in phpMyPortal inc / articles.inc.php. Remote attackers can execute arbitrary PHP code with a URL in the GLOBALS [CHEMINMODULES] parameter."
2003703suggest,"建议在web服务器把访问/inc/articles.inc.php且存在GLOBALS[CHEMINMODULES]参数的请求给过滤了
","It is recommended that the web server filter requests for access to /inc/articles.inc.php with the GLOBALS [CHEMINMODULES] parameter"
2003704name,"  AForum存在远程文件捆绑 func.php CommonAbsDir","AForum Remote Inclusion func.php CommonAbsDir"
2003704desc,"检测请求是否为GET，和在请求行中带有     /common/func.php。ARGS_NAMES参数的值是否包含CommonAbsDir。如果规则匹配，将会阻断并设置相关参数","Detect if the request method is GET and if the /common/func.php is in the request line. And check if the value of 'ARGS_NAMES' parameter contains CommonAbsDir. If the rule is matched, block the request and set related parameter"
2003704harm_desc,"    aForum 的common/func.php中存在PHP远程文件包含漏洞。远程攻击者可以借助CommonAbsDir参数中的一个URL，执行任意的PHP代码。","PHP remote file inclusion vulnerability exists in aForum's common / func.php. Remote attackers can execute arbitrary PHP code with the help of a URL in the CommonAbsDir parameter."
2003704suggest,建议web服务器把包含/common/func.phpp和CommonAbsDir参数的请求给过滤了。,"It is recommended that the web server filter requests that include the /common/func.phpp and CommonAbsDir parameters."
2003705name,"  TellTarget CMS存在远程文件捆绑 site_conf.php ordnertiefe","TellTarget CMS Remote Inclusion site_conf.php ordnertiefe"
2003705desc,"检测请求行中是否包含           /site_conf.php。ARGS_NAMES中是否包含ordnertiefe。如果规则匹配，将会阻断并设置相关参数","Detect if the request line contains /site_conf.php and check if ARGS_NAMES contains ordnertiefe. If the rule is matched, block the request and set related parameter."
2003705harm_desc,"        telltarget CMS 中存在多个PHP远程文件包含漏洞。远程攻击者可以借助提交到site_conf.php的(1)ordnertiefe参数、到functionen/中的(a)class.csv.php,(b)produkte_nach_serie.php或(c)ref_kd_rubrik.php文件、module/中的(d)hg_referenz_jobgalerie.php,(e)surfer_anmeldung_NWL.php,(f)produkte_nach_serie_alle.php,(g)surfer_aendern.php,(h)ref_kd_rubrik.php或(i)referenz.php文件或standard/中的(j)1/lay.php或(k)3/lay.php文件的(2)tt_docroot参数中的一个URL，执行任意的PHP代码。","There are multiple PHP remote file inclusion vulnerabilities in the telltarget CMS. Remote attackers can rely on the (1) ordnertiefe parameter submitted to site_conf.php to (a) class.csv.php in functionen / (b) the produkte_nach_serie.php or (c) ref_kd_rubrik.php file in module / (d) hg_referenz_jobgalerie.php, (e) surfer_anmeldung_NWL.php, (f) produkte_nach_serie_alle.php, (g) surfer_aendern.php, (h) ref_kd_rubrik.php or (i) referenz.php file or standard 1 / lay.php or (k) 3 / lay.php file (2) tt_docroot parameter in a URL, execute arbitrary PHP code."
